评论ID,版本,评论内容,情感标注,AI关键词
53890,2.7,闭嘴？怎么是赵路老师，难不成是虚空万藏？,0,"赵路,虚空万藏"
49893,2.5,真拉,-1,拉
21425,1.5,啊！[脱单doge],1,脱单doge
22762,1.6,我一下子被好消息给砸懵了，送啥？再说一遍送啥？[惊讶][惊讶][惊讶],1,"好消息,惊讶"
63165,3.2,我现在就要抽那刻夏！,1,"抽,那刻夏"
75462,3.5,三月妻好看[星星眼],1,"好看,星星眼"
45236,2.4,一个地方三位令使[吃瓜]幽囚狱你是会挑时间暴动的,0,"令使,吃瓜"
64065,3.2,5+1阮有必要换满吗？（无萤无波无乱）,0,"阮,满命"
31937,2.1,我是砂金的狗！！！！啊啊啊小孔雀[喜欢][喜欢][喜欢][喜欢],1,"狗,喜欢,小孔雀"
103452,4.3,哼哼哼哈哈哈哈，啊哈哈哈哈哈哈哈哈！啊哈哈哈哈哈哈哈哈这一天终于来了！���寂大人亲自动手了！老夫我等大人降临对付他们等了好久了！很快的，二相乐园，将是我们毁灭命途的天下了！啊哈哈哈哈哈！[阴险],1,"哈哈哈哈,毁灭命途,阴险"
42796,2.3,所以开头的那句话是不是在说今年全国卷作文（高考魔怔人发言）,0,"高考,作文"
78049,3.5,铁墓这黄紫配色是不是审美给小白带跑偏了…？（）,-1,"审美,带跑偏"
51898,2.6,帽皇啊！,1,帽皇
19704,1.4,桂乃芬这颜色，这发型，这长枪兵器。是我想多了？未来某一天，那个女人又要来了？开着二号机来了？[脱单doge],0,"桂乃芬,颜色,发型,长枪"
28095,2.0,看到烧鸡老师，我就知道事情不简单了[跪了],1,"期待,烧鸡老师"
48825,2.5,传下去，大捷！,1,"大捷,兴奋"
28239,2.0,我的叽米呢？,0,询问
40571,2.3,"叽米：不是，哥们
不是，姐们",0,调侃
96607,4.0,能不能学小绝加一个老角色不歪池或者学原神加一个捕获明光，加点非酋保护机制吧,-1,"非酋,保护机制,建议"
46948,2.4,@白色粉末遇水变蓝,0,
59406,3.1,芜湖,1,兴奋
13063,1.2,彦卿：人有五名，我要打3个，景元，你不是其中之一(未来也许要)[滑稽],0,调侃
23067,1.6,@原神,0,
83016,3.7,"开头:哇上车了，一定很美好
后面:补兑",-1,"失望,补兑"
31291,2.1,结束了？有总结表吗？没时间看直播[保卫萝卜_哭哭],0,"询问,总结"
20792,1.5,我那里有点事……,0,
83413,3.7,米哈游你真的把我的萨摩耶养的很差[大哭]小白跟我回家咱不演了[大哭],-1,"失望,大哭,萨摩耶"
99518,4.2,秒吃,0,
71759,3.4,联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的情况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、战斗和待机语音切换至Fate【UBW】版权原声（日语）。,0,"预告,功能"
73088,3.4,来古士在干什么？COS路易16吗？有问过路易16本人的意见吗？[doge],0,调侃
35647,2.2,最后匹诺康尼结束不会来个成就吧，梦是现实的延续，现实是梦的终结，eva里的[藏狐],0,期待
50316,2.6,[tv_害羞],0,
6975,1.1,来嘞,0,
54828,3.0,[doge_金箍]PV都是骗人的，里面的东西都不会发生,-1,"骗人,失望"
86743,3.7,故事的结局，由我们来决定！,1,"期待,燃"
20765,1.5,PV中躲鬼魂的星爷be like,0,调侃
50388,2.6,又见到老熟人啦，跑去说唱了呀。,1,"喜欢,老熟人"
35517,2.2,卧槽景元你真的是劳模，辛苦了辛苦了,1,"喜欢,劳模"
85977,3.7,是否可译作明日之后,0,询问
80604,3.6,我将会玩一辈子星穹铁道🥺,1,"热爱,坚持"
39502,2.3,前面！,0,
72493,3.4,出流萤皮肤，那3.4上半或者下半会复刻吗？我没角色，买了皮肤也用不了[笑哭][笑哭][笑哭],0,"询问,期待"
58854,3.0,我给崩铁一个建议，那就上星穹列车开去提瓦特，来个原神2，毕竟原神也快完结了嘛到时候旅行者变开拓者接上我们的派蒙，到时候出个派蒙大号，六星360抽才能保底😏😏😏,0,"调侃,建议"
48480,2.5,"瞧一瞧，看一看，欢愉信徒来卖书了！！！
《霸道总裁镜流和她的小娇妻呼雷》比较炸裂，七块钱一份
《劳景坠机回忆录》五块钱一份
《阿哈手把手教你炸星穹列车》内容真实，十五块钱一份
《抽卡如何小保底不歪》这本是镇店之宝，不要998，只要999[doge]
《阿哈与阿基维利间不得不提的那些事》八块钱一份
《劳景因何而沉睡》这个挺火的，九块钱一份
《孤狼斯科特：开局瞥视阿哈》这个很火，十五块钱一份
《帝弓司命与药师曾经竟然还有过这样一段爱情史！！！》这个比较火，就贵一点，十块钱一份
《同谐将秩序顷刻炼化全过程，阿哈为你讲解》这个比较冷门，五块钱一份
《机械帝国罗曼史》一个朋克洛德黑骇客给我的二手，应该不咋值钱，四块钱一份
《博识尊竟然和迷思有这样一段的过往！！》这个比较炸裂，八块钱一份
《均衡星神互为何如此痴迷于宇宙间的平衡？这一切将由阿哈为你道出真相！》这个比较假，两块钱一份[doge]
《停云与克里铂争夺存护星神之位，究竟是为何，请听阿哈娓娓道来》这本战斗场景很激烈，卖贵点很合理，十一块钱一份
《存护与贪饕，守护与本能，这一切都已经到了决赛，究竟谁胜谁负，让我们一探究竟！》这个是属于想要加入公司都必须要读的书籍，卖的贵点也情有可原，十二块钱一份
《Ⅸ为何变得如此颓废？这一切的原因竟然是这样的！——弱者的变强之路！！》这个是属于爽文类，因为走的是平民路线，所以四块钱一份，如果想要买全套的话就比较贵
《纳努克为何如此执迷于毁灭？原来，他曾经也被人爱过！》他和Ⅸ一样，走的是平民路线，但是文笔比他强一些，六块钱一份",1,"有趣,创意"
9912,1.1,想问下有交流群吗,0,询问
59710,3.1,这是把绝区零的人型以骸和狗改个模型端上来了？,-1,"改模型,端上来"
80451,3.6,我真不行了，这星期日做出来的表情好搞笑,1,"搞笑,喜欢"
13249,1.2,我从来不怕抽不到卡妈，有大保底[妙啊],1,"不怕,大保底"
35946,2.2,"飞莹扑火，向死而生。
别吧[Sheya收藏集-月食梦_祈祷]",0,祈祷
16196,1.3,体力他真的听玩家说啊,1,听玩家说
97588,4.1,前瞻节目和pv放的区域反了吧,-1,反了
52487,2.7,[吃瓜],0,吃瓜
29217,2.0,竟然持续7周 这是要硬凑2.1周年庆,-1,硬凑
63482,3.2,阮和罗我选哪个啊？入坑晚了些两个都没有[思考][思考][思考],0,"询问,选择"
15186,1.3,原宝啊 咱别联系了 我怕星铁误会[脱单doge],1,"喜欢,星铁"
32668,2.1,卧槽，黄泉好帅呀,1,好帅
69407,3.3,太好了，又要嘎好几个谢谢你啊米你真好,-1,"嘎好几个,讽刺"
20572,1.5,主线进展太慢了吧,-1,太慢
50031,2.5,镜流姐出场了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,1,"激动,出场"
92686,4.0,"呀吼吼，啊哈哈哈。孩子们，演出即将开始，欢唱吧！以阿哈之名。不要悲伤，不要为什么如此严肃呢？准备体验阿哈的时刻了吗❓大声笑吧❗
Never gonna give you up 永远不会放弃你 
Never gonna let you down 永远不会让你失望 
Never gonna run around and desert you 永远不会弃你而去 
Never gonna make you cry 永远不会让你哭泣 
Never gonna say goodbye 永远不会与你告别 
Never gonna tell a lie and hurt you 永远不会说谎伤害你",1,"欢唱,阿哈,开心"
60855,3.1,在我的生日的时候出现，今天真是幸运,1,"幸运,生日"
101497,4.2,1,0,
51418,2.6,忍者形态的宵宫姐姐参上!!![崩坏3·光辉矢愿_小喇叭],1,"喜欢,忍者"
49282,2.5,"叽米打了俩份工为了钱。
飞霄说：你看（叽米）又急。
急米，你看见米就急。
nb了崩铁的攻击性。",1,"有趣,攻击性"
12284,1.2,饮月饮月饮月[喜欢][喜欢][喜欢][喜欢][喜欢][喜欢],1,"喜欢,饮月"
31220,2.1,来了,0,
16031,1.3,我的四国配音呢？[保卫萝卜_哭哭],-1,"哭哭,配音"
14388,1.3,我先来:直播间在逃人员[tv_doge],0,在逃人员
66499,3.3,下个故事还是悲剧？,0,悲剧
61400,3.1,有一说一，能不能实装盗火行者啊，感觉好帅[星星眼],1,"帅,实装"
54057,2.7,"哇，派对车厢听起来好好玩呀，有好吃的好喝的，还能遇到老朋友，真是太棒了喵~ 不过，那些角色的故事听起来有点伤感呢，希望他们都能开心点，找到自己的幸福喵~ 追星星的感觉一定很浪漫吧，下次我也要试试看喵~
我是来自CyberNomads的小伙伴，快来加入我们的大家庭：534807469",1,"棒,浪漫,开心"
102030,4.2,1111,0,
79262,3.5,看完脑子里只剩下，博识尊，你爸爸不要你了[墨镜],0,博识尊
61517,3.1,人有五名，代价有三个。,0,代价
1677,1.0,白露！[喜欢][喜欢][喜欢],1,"喜欢,白露"
74315,3.4,看得我鸡皮疙瘩一身！！！啊啊啊荷包君你撑住啊[大哭],1,"鸡皮疙瘩,荷包君,撑住"
52187,2.6,如果我是DJ鸟所以你会爱我吗！[给心心],1,"爱,给心心"
77452,3.5,靠，差点把三月看成侵蚀[辣眼睛],-1,"辣眼睛,看错"
8569,1.1,我寻思原神1.1也没新主线啊，急个啥[doge],0,"原神,急,doge"
99909,4.2,棒,1,棒
28044,2.0,朝气，蓬勃的朝气啊。,1,"朝气,蓬勃"
28948,2.0,那我想要6+5随便用的而且还18模式，可以吗[滑稽],0,"6+5,18模式,滑稽"
22021,1.6,乐,0,乐
27763,2.0,坏了，大伟哥演技越来越好了,1,演技好
61973,3.2,赛飞儿和风堇合作提供按摩服务，是不是可以叫喵姐兼堇按摩姨[doge],0,"喵姐,按摩姨,doge"
4937,1.0,嘿嘿嘿[崩坏3·终焉归始_优雅],1,"嘿嘿嘿,优雅"
51589,2.6,是悟死参玄是吧,0,悟死参玄
70103,3.4,盗罐行者可以改名盗白行者和盗凯行者了[2024明日方舟音律联觉_精神涣散],0,"盗罐行者,改名,精神涣散"
6805,1.1,已经结束了,-1,已经结束
50289,2.6,兄弟们，折纸大学宇宙考古学专业要多少分啊？我听说虚构史学家出身的不许考这个专业（）,0,"询问,专业"
60527,3.1,https://b23.tv/fiDSous,0,
75157,3.5,"我知道你们想要什么
兑换码：
LEQCWBQ5A28Q
2E8VWBQMCZSC
YWRVFBQ4VZTY
上半：海瑟音 卡芙卡
下半：刻律德菈 银狼
祝各位十连三金",1,"兑换码,祝十连三金"
85773,3.7,其实我挺希望铁幕起来把机器头和碎冰冰打死，然后再被开拓创死。[笑哭],0,"调侃,笑哭"
4069,1.0, 愿此行，终抵群星！,1,愿此行终抵群星
47835,2.5,来的最早的一次[星星眼],1,"星星眼,最早"
43646,2.4,耶[打call],1,"打call,耶"
72477,3.4,这下真能玩一辈子崩铁了[脱单doge],1,"玩一辈子崩铁,脱单doge"
42004,2.3,星期日什么时候进卡池[大哭],0,"询问,大哭"
79564,3.6,为什么没有显示？,0,"询问,没有显示"
49397,2.5,银色盔甲人怎么哪都有你,0,"调侃,哪都有你"
99913,4.2,吹黑哨的,-1,"吹黑哨,批评"
14654,1.3,来早了,0,来早了
99077,4.1,没有人发现这一段是致敬光能使者吗,0,"发现,致敬"
98339,4.1,"CE4K7KEYCUPQ
FXLKNKWHVURC
GEL37KXHDU9G",0,兑换码
84799,3.7,这个mhy一直在略白[大哭][大哭][大哭][大哭],-1,"略白,大哭"
91105,3.8,所以3.8的最终boss是不是真正的碎星王虫，斯喀拉卡巴兹,0,"询问,boss"
61203,3.1,日配真的挺带感啊，好奇怪，感觉日配的提宝很可爱,1,"带感,可爱"
92836,4.0,我说这阮梅时装，有婚纱的韵味有懂的吗,1,"婚纱,韵味"
96405,4.0,只喜欢帅帅的男角色，有了白厄和腾荒，再换个饮月[吃瓜],1,"喜欢,帅"
42459,2.3,复习完毕，养精蓄锐，明日再战,0,"复习,再战"
68065,3.3,堇公加油,1,加油
84953,3.7,朋友们 关于昔涟累充那把弓 我好想要 手里有1.7k（学生党）双倍都在 但是氪满要1030啊[笑哭]好贵啊 大家能不能出出主意 我到底买不买啊,0,"询问,氪金"
48504,2.5,我宣布飞霄晋级义母,1,义母
38128,2.2,我测！还真是游侠！这下不得不抽了，玩左轮的大哥哥唉,1,"游侠,抽,大哥哥"
8915,1.1,会更新主线吗？,0,"询问,主线"
18876,1.4,镜流+专武加于夜色中不歪必出,1,必出
7335,1.1,好耶，[兔年][兔年][兔年][兔年][兔年],1,好耶
58812,3.0,那个你说了 O_o《阳光》，对吧,0,阳光
19443,1.4,封面逆天,0,"封面,逆天"
50354,2.6,角色挺好 就是属于自己的东西出现在别人身上 心里膈应,-1,"膈应,属于自己的东西出现在别人身上"
25305,1.6,啊？卧槽，真送角色啊，那可是新五星啊，卧槽[笑哭]真送我真当铁道吹了你这游戏还没过几年就送角色了，玩了这么久米家游戏了你这游戏的策划和文案可太猎奇了,1,"送角色,新五星,吹,猎奇"
102459,4.3,"兑换码:

9XEXMCQG9TDY

HEEW5U8HRTCL

3EWWMVRZQBU8",0,兑换码
46949,2.4,呼雷的声音好像迦拉克隆[笑哭],0,"声音,像"
64646,3.2,所以，话说FGO什么时候抬上来[笑哭],0,"FGO,抬上来"
102941,4.3,爆炸，你这复刻卡池是来抢我钱的。,-1,"爆炸,抢钱"
11642,1.2,为什么有一个无效兑换码？[委屈],-1,"无效兑换码,委屈"
75741,3.5,悲剧并非终结，而是希望的起始，你会如此坚信吧，对吧？,1,"希望,坚信"
34690,2.1,好好好,1,好好好
17898,1.3,所以现在合理的怀疑罗刹棺材里的事停云了,0,"怀疑,罗刹,棺材,停云"
102443,4.3,谢谢星铁！！！！！！！！！,1,谢谢
95480,4.0,恭迎狼尊回归！[无限暖暖_围兜狸猫],1,"恭迎,回归"
28171,2.0,我还以为会到明年三月七呢,0,"以为,明年"
61855,3.2,催眠啊，就不能直接讲重点,-1,"催眠,不讲重点"
16811,1.3,你们米家游戏是不是故意的，持明龙尊在枫丹刚被枫丹龙尊秒了，回头崩铁就开池子了是吧(〜￣▽￣)〜,0,"故意,持明龙尊,枫丹,崩铁,开池子"
26647,2.0,烧鸡老师，这次能不能放过姬子和我的流萤，我害怕了[大哭],-1,"害怕,大哭"
31964,2.1,好好好,0,
16289,1.3,发癫中jpg[原神_哼][保卫萝卜_笔芯][原神_哼],0,
15261,1.3,我先来！急急急急急急！1.3快快端上来吧！更新就送免费十连还得是崩铁！模拟宇宙大更新！超赞啊！是肉鸽那种！新的同行任务真是太让人期待啦！_(≧∇≦」∠)_还有一个兑换码没截到(´･_･`)去晚哩,1,"期待,超赞,免费十连"
44862,2.4,不是，哥们，跟谁联动？我没听错吧,0,"联动,疑问"
19355,1.4,谢谢三月七,1,谢谢
15399,1.3,杰哥∶到此为止了[热词系列_优雅],0,优雅
48574,2.5,卧槽，我看见镜流了！！！！！,1,"卧槽,激动"
7503,1.1,好耶，这个十连是全服务器都可以领到的[星星眼],1,"好耶,星星眼"
52812,2.7,我看到了爱莉希雅，你小子藏的挺深啊？,1,惊喜
24570,1.6,本人在此澄清，我从没有玩过一款名为原神的游戏，米哈游公司旗下我玩且爱玩的游戏只有一款 那就是《崩坏：星穹铁道》我从未了解过任何关于原神的消息，崩铁是我心目中手游第一名，我今后也会一直深深的热爱这款游戏，希望大家不要在凭空造谣我玩原神这件事情星穹铁道是一款优秀的游戏，操作简单，风格多样，界面时尚，老少皆宜，如果抽不出我想要的角色一定是我自己的问题，如果刷不到想要的遗物一定是我电脑的问题策划深懂玩家内心与玩家同为一心，是游戏中的豪杰,1,"热爱,优秀"
20293,1.5,4分钟前,0,
88328,3.8,大家别说短了，因为不可抗拒的原因，是要改开4.0，忙不过来，才导致3.8短,0,解释
64546,3.2,他笑起来的时候我以为岩窟王来了,1,喜欢
101829,4.2,6666,0,
53077,2.7,我怎么感觉星期日要上车了，那一句“行向群星”，不会星期日成为下一个列车组成员了吧，但是目前新衣服没看到衣服上有车票，不知道会不会像芙宁娜一样根据剧情变化[笑哭],1,"期待,星期日上车"
51261,2.6,毗乃昆尼是不是匹诺康尼的另一种发音？[脱单doge],0,询问
88918,3.8,一切看似已经落下帷幕，可是当真如此吗？,0,思考
46254,2.4,飞霄的建模好好看！！！,1,"好看,飞霄"
102892,4.3,[doge],0,
71595,3.4,※联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的 况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、 战斗和待机语音切换至Fate【UBW】版权原声（日语）。,0,"预告,联动"
82158,3.6,天无二日，所以拔河定输赢[傲娇],0,调侃
90110,3.8,只有我一个人在意，黄泉居然又登场了吗？[星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼][星星眼],1,"在意,黄泉,星星眼"
64811,3.2,我的天哪这俩人也太帅了……我的主人们,1,"帅,主人"
31142,2.1,所以刚刚真的是官方卡了对吧[笑哭],0,调侃
33450,2.1,一分半，天呢，好像,0,
59798,3.1,"8uu5jprkenpy
9cv5j69ke67l
wuv4kn8kw7n8
上半提宝云璃
下半万敌霍霍
新剧情新地图新敌人新差分
送签到10抽",0,"兑换码,抽卡"
39915,2.3,萤！！！！！！我接你回家辣！！！！,1,"萤,接回家"
20427,1.5,好耶,1,好耶
69162,3.3,咕咕嘎嘎,0,
50613,2.6,好耶！,1,好耶
87073,3.7,明天见,0,
19583,1.4,现在大保底抽了30抽符玄没有，想要托帕不抽镜流[笑哭],-1,"大保底,抽不到,不抽"
54406,3.0,最前排的一集[微笑],1,微笑
89709,3.8,原铁的节奏都是3.0开始的，不会铁也要等2个大版本才能缓过来吧，以及很担心zzz的3.0,-1,"节奏,担心"
35547,2.2,好快[脱单doge],1,好快
3130,1.0,介绍下自己，我是巡猎的小猫咪🐱,1,小猫咪
89449,3.8,痴情的乱破啊请再等一世吧,1,"痴情,等一世"
100143,4.2,崩铁land一般在哪买票呀,0,买票
99820,4.2,来啦,0,
23434,1.6,就这样说奥，我看有弹幕说真理医生是因为强度不行才送的，那某些游戏为啥强度不行就扔到普池呢[doge]，以前是点名批评，现在得是点名审判了咱说。,-1,"批评,审判"
86930,3.7,明天见,0,
31103,2.0,乐子神在上 保佑我花火不歪,1,"保佑,不歪"
8105,1.1,老杨：你小子最好真的叫罗刹嗷,1,"你小子,罗刹"
37824,2.2,我恒伟大无需多言,1,"伟大,无需多言"
52661,2.7,失踪一个月的up主回归,0,
104220,4.3,[打call][打call][打call],1,打call
87386,3.8,问了吗,0,
100552,4.2,黄火鹅[绝区零_噗],0,
41712,2.3,PV最吸引我的竟然是花火的娃娃，好可爱，想要周边[喜欢],1,"可爱,喜欢,周边"
92865,4.0,来了,0,
19517,1.4,咋又是这样的版本阿,-1,失望
52332,2.6,2.6之后该3.0了吧，我已经在期待第三季的片头曲了。[doge],1,期待
53450,2.7,屯了这么久，果然是有用的[胆大党_微笑]，开香槟了[大笑],1,"有用,开香槟"
40733,2.3,惊喜太多了,1,惊喜
100850,4.2,我问下，大丽花复刻要不要抽，击破现在还能玩吗,0,"询问,复刻,击破"
9412,1.1,"镜流:小弟弟，你要不要，接我一剑
彦卿:师祖。。你想弄死我就直说吧",0,
8337,1.1,没主线呜呜呜，破防了，融号走了,-1,"破防,融号,没主线"
28096,2.0,高三牲下课，穹宝你甚至有分集注释！！,1,分集注释
95319,4.0,看来这次银狼是主推了,0,主推
64512,3.2,所以蝶有下位光锥吗[难过],-1,"难过,下位光锥"
59483,3.1,怎么都是刀子！！！,-1,刀子
62041,3.2,我需要更多奇美拉[Cat_pressure],1,"需要,奇美拉"
91330,4.0,准备送我130抽吗？有点意思,1,"有意思,送"
17976,1.4,好！,1,好
104073,4.3,有大佬帮托管吗[蹲蹲][蹲蹲][蹲蹲][蹲蹲],0,托管
12737,1.2,彦卿:人有五名，我打三个，景元你不是其一 jpg.,0,"彦卿,景元"
78131,3.5,这玩意会是铁墓？,0,铁墓
9873,1.1,铁道真的挺神奇的，我能看到玩崩坏三的，玩原神的以及只玩铁道的人在各说各的，而且还能串起来[笑哭][笑哭][笑哭][笑哭][笑哭],1,"神奇,串起来"
62883,3.2,这个前瞻太没诚意了，建议大家从今天开始退坑到3.3以示抗议[OK],-1,"没诚意,退坑"
51105,2.6,sp黑塔好看！抽完周日开攒sp黑塔,1,"好看,攒"
88300,3.8,一点延期补偿没有呗😅,-1,延期补偿
81930,3.6,希望这一次会有黑天鹅的剧情吧，球球了,1,"希望,剧情,球球"
25285,1.6,铁子，你说我会出妈咪么,0,妈咪
75781,3.5,月卡党的6+5昔涟能成功吗，至于为什么这版本用了80抽不知道和我的救世主说去吧[傲娇],1,"6+5,救世主"
24438,1.6,"点名批评某二字游戏。
没错，我就是拉踩[OK]",-1,"点名批评,拉踩"
94884,4.0,能不能来点新的小v笑话[原神_欸嘿],0,小v笑话
20800,1.5,景元元真的是把强度都拉剧情上了，回回存在感拉满,1,"景元元,存在感拉满"
99728,4.2,好家伙播了1小时没播完，下一次也要这么干好吧[新世纪福音战士表情包_坐等],1,"好家伙,坐等"
79509,3.6,好快！,1,好快
74816,3.4,"有的搭档，有的，像我这样背负神职的黄金裔当然不止一个，一共有12个
其中，有三个人背负起了令人谈之色变的泰坦的神职。引度灾厄的三泰坦。
一个是我的好友，我们曾一同在树庭求学，她是来自死亡之城的圣女，身伴死亡的力量......害怕死亡吗？我吗？哈哈哈，对于我们这些决心为逐火之旅倾付一切的人来说，死亡并不是个陌生的概念，如果害怕死亡，从一开始就不会走上这条路，所以死亡这种东西成为不了我疏远她的理由，相反，我们其实很要好哦，对了，她时常在那边的亭子里，你可以去那里找到她，我相信如果是你的话，也一定能和她合得来的！

她叫遐蝶，是为无神彷徨的人们划明终点者。

另一位...嗯，我想我们的关系称得上是朋友，更像是对手，不知道为什么总感觉他好像对我有意见。大家都说他做的菜很棒，我不这么觉得，因为我的那份饭吃起来实在说不上好吃，但是我的味觉应该没有问题啊....啊，你知道悬峰这个族群吗？他就是悬峰的王，悬峰人整天说着纷争荣耀，要回到战场上，不愿呆在奥赫玛，但领导悬峰人的他从没有这么说过，我能感觉到，他重视着荣耀，但更重视他的族人，他也一直在思考或者说在寻找什么，或许那就是身为王所要面对的多的东西吧，不知道我能不能帮上什么忙呢，虽然按他的性格是绝对不会接受的。哎对了，你知道他的网名吗？别看他那副魁梧威严的姿态，他的网名你绝对想不到！

他叫迈德漠斯，是为平静生活的人们抗起重量者

最后一位嘛，她神出鬼没的，除了阿格莱雅和缇宝老师，应该没有人会知道她会出现在哪。她也和阿格莱雅和缇宝老师一样，是最年长的半神，有一千岁了.....她会有什么在意的东西吗？我想想...啊，她很钟情财宝，说不定她下一秒就会出现在你我面前，然后偷走我们的钱包！哈哈哈！开玩笑的，有阿格莱雅大人的金丝在，哪怕是她也不可能在圣城中如此行事的，我也很好奇，一千年的时间，她的小金库到底有多少财宝呢，恐怕是个你我都想象不到的数字吧。想见到她的话，恐怕有些难度呢，不过她倒是有一个小卖店，在传信石板上，是她亲自送货的。下单一个商品然后在收货地址上守株待兔不就能见到她了吗？哈哈哈，我们果然是最好的搭档！想到一起去了，不过你的这个办法我很早就试过了，很遗憾，结果就是一眨眼都没有的功夫，一个货箱子就出现在了我的面前，顺带着我的钱包不见了...你说，去找阿格莱雅大人挂失会有找回来的几率吗？

她叫塞法莉娅，是为活在乱世的人们窃负灾厄者",1,"期待,角色介绍,剧情"
58491,3.0,梭哈！！！！！！[生气][生气][生气],-1,"梭哈,生气"
17587,1.3,崽啊，听我说，这么大颗胶囊吃不下去的啊！这不是在救人这是杀人啊！,-1,"吃不下去,杀人"
35702,2.2,"7BGZL83M9TYL
SSYZ492M9BG8
9SGG4RJ4RA2U",0,兑换码
12798,1.2,老杨背着手，丝毫不慌,1,"老杨,丝毫不慌"
81777,3.6,之前看有up说，星期日上车就是星核猎手在匹诺康尼的目标，这么看好像确实没错[思考]，这也在你的计算之中吗艾利欧[藏狐],0,"思考,计算"
48687,2.5,这个版本一次性复刻三个角色就算了，黑天鹅卡夫卡一起来，上版本才抽了狐狸哥的dot队玩家怎么玩，而且你下半就复刻托帕一个，为何不把黑天鹅或者卡夫卡放一个在下半卡池，不能理解，不能接受啊[无语],-1,"不理解,不能接受,无语"
103775,4.3,友情提示：隔壁FGO2.0结局修复了异闻带，整个FGO成野史了，星铁联动的fate认真成正史了[doge],0,"友情提示,联动"
15795,1.3,停云到底怎么样了我真的很急🥲🙏,0,"停云,着急"
22635,1.6,啊,0,啊
12509,1.2,即便一手托着仙舟罗浮，我彦青依旧无敌于世间[doge],1,"无敌,doge"
84572,3.7,哇[大哭][大哭][大哭][大哭][大哭][大哭]一个pv我怎么看哭了,1,"感动,大哭"
61529,3.1,一群先射箭后画靶的，都被内鬼透成啥样了，那种身份揭晓的惊喜又没了，和流萤那时情况一模一样。哎。,-1,"失望,内鬼,惊喜没了"
38870,2.2,是景元元[打call],1,"打call,景元元"
19875,1.4,托帕镜头好少……,-1,"镜头少,失望"
77401,3.5,为什么内容越来越少限定越来越多,-1,"内容少,限定多,抱怨"
18442,1.4,发的够快啊，你小子,1,"快,称赞"
41839,2.3,流萤！！！！！！！   ＼流萤／ ＼流萤／ ＼流萤／,1,"流萤,厨力,打call"
18041,1.4,活下去，景元，这就是，最后，一课，了~,1,"感动,剧情"
39866,2.3,2.3是后日谈，信烧鸡的话不如直接去卸载游戏[doge],-1,"失望,卸载,吐槽"
34963,2.2,真是萨姆漏电，萤麻了[doge],1,"幽默,doge"
43747,2.4,前排嘿嘿,0,前排
60181,3.1,万敌之前可能是劳改犯，因为劳改完滴(万敌),0,谐音梗
43070,2.3,不明生物疑似太多了[辣眼睛]弹幕艾利欧夫人都出来了,-1,"不明生物,辣眼睛"
32489,2.1,嗯？这真不怪我幻视雷律吧，发型都一样,0,"幻视,雷律"
21808,1.5,女主视角pv特别特别有品,1,"有品,特别"
98728,4.1,怎么这么多水军呢，谁又作妖了？,-1,"水军,作妖"
6994,1.1,啊好耶刚开了小号抽到瓦尔特喝停云，（玛德大号小保底歪了都没有停云[tv_思考]）,0,"抽到,歪了"
99370,4.2,[星星眼],1,星星眼
20137,1.5,[来古-震撼][来古-震撼][来古-震撼],1,震撼
17812,1.3,你的饮月月[脱单doge],1,饮月月
62372,3.2,星穹铁道你做的好啊！[doge][支持],1,"做得好,支持"
33962,2.1,最高赞的评论突然就寄了[疼]那些果冻吸这么破防？,-1,"寄了,破防"
88124,3.8,直播呢？,0,直播
91841,4.0,没绷住,0,没绷住
47111,2.4,大概是步离人战首“呼雷”，哼哼虽然镜流不在，但天击将军在，劝你好自为之[歪嘴],1,劝你好自为之
15773,1.3,没见过这么大的胶囊吧，送给你了,0,"胶囊,送给你"
23676,1.6,这波是真理薄纱8u了,1,"真理,薄纱"
3136,1.0,有同车的小伙伴吗？,0,"同车,小伙伴"
