评论ID,版本,评论内容,评论时间,点赞数,情感标注,标注理由
25950,2.0,各位朋友晚上好没赶上的来这边集合,2024-01-26 20:46:41,0,,
40373,2.3,啊？！这么多卫星，完了要被掏空了[藏狐],2024-06-07 20:08:48,0,,
4350,1.0,有没有同车的兄弟[脱单doge],2023-03-25 08:04:28,1,,
35375,2.2,"到我了到我了
和崩坏星穹铁道一起过生日[初音未来_抱抱]",2024-04-26 20:06:25,1,,
24284,1.6,宝，周年庆能不能送个常驻5星自选？我开服到现在都没鸭鸭和杨叔，其他的都歪好多命了[笑哭],2023-12-15 21:36:36,1,,
91228,4.0,沙发,2026-02-06 20:30:20,0,,
20321,1.5,"兑换码：
BBXGD7M6KE5C
3TWGVP5P2XLY
BSFGUN5P3EL4
上半藿藿，下半银枝+银狼，寒鸦
老样子免费十连",2023-11-03 20:04:49,1,,
53330,2.7,你铁子活是真不少，优化更新直接摆明了他担心你肝疼[笑哭],2024-11-22 20:21:38,0,,
61290,3.1,好巧[笑哭],2025-02-15 00:18:20,4,,
42979,2.3,继撕裂心海肩膀之后，心海又要被点燃了[doge],2024-06-08 03:34:21,3,,
98342,4.1,老蜜蜡了，4.1过渡版本一点料没有，我还以为有线下fes爆料呢，演唱会跟fes都没有，不能等4.2才说吧,2026-03-13 20:18:06,1,,
46823,2.4,飞霄好帅啊啊啊啊啊啊啊啊姐姐啊啊啊啊！首先我不是女桐，其次忘了，最后姐姐请抠我,2024-07-19 21:12:05,1,,
38052,2.2,我嘞个牢景啊，2.2了还在剧情占模，拉满了，剧情方面真的拉满了,2024-04-26 22:31:56,2,,
31902,2.1,CA4V8YW58N朋友们球球帮帮忙[爱心][脱单doge],2024-03-16 20:19:23,0,,
52138,2.6,"???被B站刪了
怎麼回事[惊讶]",2024-10-12 02:30:30,0,,
33946,2.1,鬼知道我是怎么在卡到看不到pv的情况下看完前瞻[doge],2024-03-16 23:14:03,0,,
103330,4.3,"老大！！！你一个人吗？！
旁边为什么又没有人！！！",2026-05-22 20:10:02,20,,
63303,3.2,今天的你是无敌的[脱单doge],2025-03-28 20:29:23,0,,
57504,3.0,HSR3DAWEIDELIWU,2025-01-02 01:03:05,0,,
71721,3.4,之前不是一直强调白厄喜欢穿黄色上衣配大地兽紫色的裤子吗？你们再看看这个白垩开大后的形象上黄下紫。wc，老米是这么埋伏笔的,2025-06-20 20:35:20,223,,
68115,3.3,猫猫曲和祖传小曲好上头啊，好适合走秀或者会在高档服装店播放,2025-05-09 21:32:38,0,,
27477,2.0,我就这么说吧，大伟你别来了行不。喜欢演自己拍个微电影，上这来干嘛。又不专业又格格不入演技又尬，就恭喜发财，这个版本，谢谢玩家支持我很满意，像个老板那样发扬精神不好么？搞了半天又没啥真正的重磅福利又尴尬的有意思么？完全没觉得在重视项目，反而会让人觉得这老板不靠谱。,2024-01-26 21:27:52,1,,
102039,4.2,1,2026-05-05 02:13:11,0,,
74595,3.4,白厄不会成BOSS了吧最后,2025-06-22 08:28:21,0,,
63844,3.2,有没有直播省流啊[蹲蹲],2025-03-28 20:43:13,0,,
98151,4.1,这是带上面具了?这么帅[星星眼],2026-03-13 20:12:57,2,,
47378,2.4,我爱三月妻[脱单doge],2024-07-20 10:21:16,0,,
79386,3.6,[星星眼][星星眼][打call],2025-09-12 20:00:26,0,,
54515,3.0,wow,2025-01-01 20:51:55,1,,
33290,2.1,从2.1黄泉开始，就感觉崩铁在背刺内鬼了,2024-03-16 21:16:00,0,,
81399,3.6,[笑哭],2025-09-12 20:26:16,3,,
54760,3.0,快点来分析UP主！大活来了[打call]，重燃旧日！,2025-01-01 20:54:26,0,,
78137,3.5,星琼不够啊[辣眼睛],2025-08-03 01:57:28,0,,
69665,3.3,我现在才在首页刷到…我主线都过完了[无语]ac站你有什么头绪吗？,2025-05-27 05:38:59,8,,
40685,2.3,"❤️爸💗妈 ❤不 💗 在 ❤家❤️
❤️一💗个 ❤人 💗 寂 ❤寞 ❤️
火☆熱☆勁☆慡☆游☆隵
❤❤🔞
上半：性感流萤 长腿阮梅🔞❤
下半：御姐翡翠 纯美银枝🔞❤
激情♥甜蜜兑换码♥刺激 
dddd🈶🈚🈶🈚dddd 
♥火热崩铁兑换码♥
🔞线路一：BVQSKTFMWXSQ🔞
🔞线路二：QC9S2BE4XFDU🔞
🔞线路三：7U9T3BE4EEVG🔞",2024-06-07 20:10:43,6,,
65003,3.2,所以为什么没有丹恒？,2025-03-30 10:22:18,0,,
36430,2.2,最喜欢看女人打架了,2024-04-26 20:17:02,2,,
103974,4.3,0155,2026-05-23 01:55:39,1,,
72928,3.4,所以我丹恒呢[大哭],2025-06-20 21:31:47,0,,
44177,2.4,直播在逃人士[吃瓜],2024-07-19 20:04:59,0,,
22052,1.6,好好,2023-12-15 20:19:44,0,,
23310,1.6,"惯例版本十连，混沌回忆打完七层可直接领六层以下。
真理降临，上线直接送五星。
周年庆宝你怎么整我是真不敢想哟[doge][笑哭]",2023-12-15 20:29:48,1,,
84195,3.7,[怪我咯],2025-10-24 20:26:28,0,,
22371,1.6,b站崩了,2023-12-15 20:22:24,0,,
80596,3.6,"KW85H8XW9TGG
HWQLG8XXRSY4
6WRLG8EEQBZQ",2025-09-12 20:09:05,1,,
48829,2.5,貘澤超可愛的，有這種反差的又帥又可愛[以闪亮之名_好耶!],2024-08-30 20:18:48,0,,
29551,2.0,请告诉镜流，我和她不熟，现在的我是属于知更鸟的[脱单doge],2024-01-27 13:23:53,1,,
38932,2.2,这个2.1已经待不下去了,2024-04-27 14:54:28,0,,
98500,4.1,来了,2026-03-13 20:30:07,0,,
9902,1.1,兔兔得碍资了，放过它吧[拥抱],2023-06-01 20:33:27,10,,
102508,4.3,"什么叫姬子没有离开过老家😨
我不要最后一课",2026-05-22 19:58:25,79,,
6701,1.0,崩坏四什么时候出，三年后?[辣眼睛][微笑],2023-04-19 19:19:13,1,,
97678,4.1,"为什么开拓者变成开拓妖精之后不想回星核猎手？
因为开拓妖精是帕姆（怕母）。
“帕姆”与“怕母”谐音，令人忍俊不禁。",2026-03-13 20:08:04,6,,
68601,3.3,我大胆猜测一下，黑厄就是刻法勒的人性意志，上一世的黄金裔感觉都知道轮回的本质，想通过再创世打破轮回，理性泰坦故意给了死亡炼金术，纷争也故意留下来自己的理性。不然没法解释其他泰坦都有意识就刻法勒跟个人机一样还能被操控，同时还能和黄金替罪羊相对应，再加上3.2那刻夏的证明，有很大可能黑厄就是上一世的白厄这一世的刻法勒,2025-05-10 00:17:37,1,,
104148,4.3,牢刃没有千星吗……,2026-05-24 10:38:27,4,,
102486,4.3,归骰果然是姬爸的一部分。这姬爸应该被归骰控制了。,2026-05-22 19:58:18,1,,
21476,1.5,景元…唉…彦卿…唉你们俩真是,2023-11-04 10:54:01,0,,
54104,2.7,【流萤求助：“如果婆婆绿了儿媳妇该怎么办？”-哔哩哔哩】 https://b23.tv/I5xaA5W,2024-11-25 23:48:31,0,,
85842,3.7,最后一段很快的闪现里怎么没有腾荒 还是我漏看了 还有那段闪现里遐蝶那个画面还有一个人是谁呀,2025-10-25 00:14:41,1,,
30542,2.0,这就是轻松，快乐，健康[墨镜],2024-02-06 22:39:04,17,,
66133,3.3,老婆你不要死啊老婆。。,2025-05-09 20:09:02,9,,
101977,4.2,[蹲蹲],2026-05-03 16:36:58,0,,
54055,2.7,可惜忘归人常态不是九尾[辣眼睛][辣眼睛],2024-11-24 00:19:44,0,,
53010,2.7,星期日重走来时路，大黑塔三见博识尊[脱单doge],2024-11-22 20:01:00,4,,
18932,1.4,所以镜流材料没有要更新的吧,2023-09-29 20:26:15,0,,
54190,2.7,是不是绝区零某咖啡师的声音,2024-12-07 13:58:48,0,,
96306,4.0,庾太尉我也能玩幻月游戏吗,2026-02-07 14:30:01,1,,
97984,4.1,省流：钓鱼，砸场子，阿哈脱离星神位格,2026-03-13 20:10:24,1,,
22524,1.6,伟大，无需多言,2023-12-15 20:24:50,0,,
25604,2.0,铁必秒原！,2024-01-26 20:45:14,1,,
7708,1.1,小弟弟，你要不要，接我一剑🤺,2023-05-27 12:18:43,1,,
79611,3.6,送男神游,2025-09-12 20:02:04,0,,
59284,3.1,哎嘿,2025-02-14 20:00:56,1,,
69004,3.3,"——「但倘若黎明从不存在，就让怒火燃尽此身，化作明日的烈阳！」
“我是终将升起的烈阳”[大哭][大哭][大哭][大哭][大哭]",2025-05-10 12:04:28,0,,
82510,3.6,"你是没有了白厄，但你还有我啊
我完全可以代替白厄来当你的伙伴不是吗？
我会努力成为他，他的想法是我的想法，他的声音就是我的声音
我们拥有相同的面容，相同的性格与记忆
我得到了他的数据，领悟了他的经历，继承了他的情感和记忆
你完全可以把我看作他生命的延续",2025-09-15 22:14:01,0,,
101583,4.2,嗯,2026-04-29 13:59:13,0,,
45216,2.4,2025年跟stay night联动，双厨狂喜不说，我开拓者必须开个无限剑制,2024-07-19 20:10:09,0,,
99409,4.2,我来也[星星眼][doge],2026-04-10 20:30:44,0,,
9880,1.1,什么时候1.1啊，急急急,2023-06-01 12:12:32,0,,
45501,2.4,KC3FFRE6LZMQ,2024-07-19 20:11:46,0,,
17252,1.3,"游戏环境很好，大家都能彼此和睦相处
只是希望老米能别在干些什么逆天的事情了",2023-08-18 22:56:54,0,,
99632,4.2,不行了，我这边已经差不多连续下了一个月的雨了，不要哇[大哭][大哭][大哭],2026-04-10 20:33:47,0,,
83629,3.7,我爱铁,2025-10-24 20:20:07,0,,
80057,3.6,结尾是什么谁能告诉我[崩坏3·终焉归始_？]，感觉像是大富翁[崩坏3·终焉归始_咀嚼],2025-09-12 20:05:24,1,,
19652,1.4,马老师痛失网名,2023-09-29 23:27:31,0,,
97552,4.1,CE4K7KEYCUPQ,2026-03-13 20:07:31,0,,
60374,3.1,诶张安琪是不是伊甸的配音来着,2025-02-14 20:22:45,0,,
48562,2.5,"2D5RR98VXXXL
WU48998VWFXG
4VLRRRRUEEEC",2024-08-30 20:15:13,0,,
99274,4.1,我来推销一下昔涟娃娃，米哈游官方旗舰店发货,2026-03-17 00:16:13,13,,
71539,3.4,以旧日余烬，为来世破晓！[星星眼][星星眼][星星眼][星星眼][星星眼][星星眼],2025-06-20 20:33:31,0,,
27015,2.0,祝好,2024-01-26 21:02:30,0,,
7615,1.1,没主线吗？,2023-05-27 12:14:39,0,,
48968,2.5,"4VLRRRRUEEEC
WU48998BWFXG
2D5RR982VXXXL",2024-08-30 20:21:39,0,,
15875,1.3,诶，这次只有中配版吗,2023-08-18 20:11:33,0,,
11785,1.2,"彦卿:人有五名，我打3个[脱单doge]
某种意义上来讲，打了4个，景元作为师父对练肯定打过",2023-07-08 20:17:15,0,,
18610,1.4,看到账账的第一眼我想到的竟然是30暴伤,2023-09-29 20:17:19,0,,
10024,1.1,😰,2023-06-11 00:35:23,0,,
34755,2.1,我已经出了,2024-03-27 21:12:41,0,,
22831,1.6,年一游,2023-12-15 20:26:46,0,,
85131,3.7,答应我，一定要包饺子啊,2025-10-24 21:04:53,1,,
49309,2.5,我要打龙师[原神_生气],2024-08-30 20:40:04,0,,
1408,1.0,有同车的吗,2023-03-24 23:02:37,2,,
65565,3.3,我有个猜测，翁法罗斯其实就是那位绝灭大君的记忆，智识联合记忆把他封印在这，利用无尽的轮回来冲刷他的记忆让他放弃毁灭，而黑潮就是他反抗封印的体现，如今他分裂出了两个人格，一个是善面逐火的白厄，一个是恶面斩断轮回的黑厄[脱单doge],2025-05-09 20:03:28,862,,
25945,2.0,"“怎么想到在墙上走的”
“因为不能跳”[doge]
最丰富的一集，包括内容和奖励。频道内外充满着欢乐的气息，活整得很好，萌嘤身已经无了。虽然也有没提到的暗流涌动，你说对吧大公？
抓拍看牌～，编剧倒地的姿势，米莎的秘技等等我想起好几位故人
优化好好好，那一段话说的太好了，再接再厉，细节决定成败反应态度
虽然送了20抽但大家也不要去带节奏，乱刷遥遥领先，毕竟其中包括了版本例行的。不过之前也送了限五，还是很香的～[洛天依]",2024-01-26 20:46:40,1,,
71571,3.4,"让我来讲述一群追逐烈日的若虫吧，再创世的凯歌——他们自门扉起，于王座终，走过安眠地的花丛，却在黎明升起时坠落。
 
※联动角色配音切换功能预告：在3.5版本，在不切换设置-语音语言的情况下，开拓者可以在角色详情-信息-语音中单独将联动角色的互动、战斗和待机语音切换至Fate【UBW】版权原声（日语）。
 
中文CV：
白厄——秦且歌
来古士——赵君毅
阿格莱雅——楚越
昔涟——宴宁
Saber（Fate【UBW】）——白杺瓒
Archer（Fate【UBW】）——吴磊
老奥帝——李程远
波提欧——彭博
知更鸟——钱琛
女开拓者——陈婷婷
 
日文CV：
白厄——日野聪
来古士——唐户俊太郎
阿格莱雅——远藤绫
昔涟——井上麻里奈
Saber（Fate【UBW】）——川澄 绫子
Archer（Fate【UBW】）——诹访部 顺一
老奥帝——菊池通武
波提欧——小西克幸
知更鸟——名冢佳织
女开拓者——石川由依
 
韩文CV：
白厄——윤용식
来古士——박기욱
阿格莱雅——오로아
昔涟——조경이
Saber（Fate【UBW】）——정유정
Archer（Fate【UBW】）——임채헌
老奥帝——김혜성
波提欧——김단
知更鸟——신온유
女开拓者——김하루",2025-06-20 20:33:47,0,,
52730,2.7,最后是大黑塔噢[Cat!_calledme]声线好像不太一样,2024-11-22 19:50:19,0,,
103006,4.3,什么？姬子是二相乐园本地人？！,2026-05-22 20:02:48,1,,
49634,2.5,某些说送灵砂的该不会是看营销号看傻了吧？,2024-08-30 22:23:00,0,,
14922,1.3,看来1.4要去匹诺康尼了，那这样的话每个版本都有主线，和崩三差不多，太棒了,2023-08-18 20:03:23,160,,
54030,2.7,"人后：机器头
人前：无所不知的存在
[doge]",2024-11-23 19:54:25,5,,
101365,4.2,1,2026-04-28 21:10:03,0,,
49107,2.5,没看前瞻，有巡星之礼吗[思考],2024-08-30 20:25:44,1,,
86092,3.7,怎么才1.2万啊，不给力啊😂,2025-10-25 07:58:23,26,,
38263,2.2,我突然想到，仙舟主线中卡芙卡说之所以让我们去仙舟，只为了让仙舟联盟欠下星穹列车一个人情，这次匹诺康尼打这个神 主日，凭主角一行应该打不过，既然如此，联系丹恒找仙舟把这个人情换了也是可以的，因为这是艾利欧的剧本，剧本中应该都有写[tv_笑哭],2024-04-26 23:28:18,0,,
97085,4.1,[颂乐人偶_眯眼笑],2026-03-13 20:05:54,0,,
11620,1.2,这个1.1版本我是真的一年都待不下去了,2023-07-08 20:12:15,0,,
3352,1.0,有木得同车的~,2023-03-25 00:34:50,1,,
26795,2.0,丹恒厨钱包最紧的一集,2024-01-26 20:56:51,0,,
31473,2.1,这么快,2024-03-16 20:06:21,0,,
63467,3.2,求问各位看了的开拓者：旅伴金灵能攒着等下一轮的角色吗？不能的话阮梅2和罗刹2该选哪个？,2025-03-28 20:32:20,314,,
28520,2.0,本人大胆预言肯定又有人踩一捧一[doge],2024-01-26 23:19:45,1,,
90542,3.8,"2E2Y9TZFWFZQ
AFJZQBZXWFJC
2WKG9BZWFW3G",2025-12-06 00:20:19,3,,
6094,1.0,几点啊10点了还没开,2023-03-26 10:01:31,1,,
50609,2.6,前排,2024-10-11 20:07:03,0,,
78678,3.5,不管管吗，好多都在发那个前瞻直播送20抽，去抖音领什么的，然后就是各种的诈骗，崩铁官方不管吗？看到了给我点赞顶上去[生气]。,2025-08-03 13:22:19,2,,
45042,2.4,我说，垃圾桶统治星铁没毛病吧[脱单doge],2024-07-19 20:09:28,0,,
19410,1.4,[妙啊],2023-09-29 21:34:03,0,,
10522,1.2,[崩坏：星穹铁道_摇人][崩坏：星穹铁道_来了][崩坏：星穹铁道_生气],2023-07-08 19:51:43,0,,
102509,4.3,猫猫祝你抽卡不歪,2026-05-22 19:58:25,1,,
16849,1.3,停云呢[委屈][委屈][委屈],2023-08-18 21:15:27,0,,
28100,2.0,《温暖 阳光》放过我们吧烧鸡老师[崩坏3·终焉归始_摸头][崩坏3·终焉归始_摸头],2024-01-26 22:22:18,0,,
6595,1.0,[脱单doge],2023-04-06 15:33:51,1,,
9717,1.1,干翻原神，崩坏永存!,2023-05-29 15:53:13,0,,
75199,3.5,回来再看一遍,2025-08-02 20:45:52,0,,
38995,2.2,CA6XIMLH8N，祝你十连三金，抽啥不歪,2024-04-27 19:15:00,3,,
39102,2.2,大佬们，你们说说我接下来抽谁比较好啊[笑哭],2024-04-28 12:38:48,0,,
99639,4.2,所以说，归寂呢？都3.2了，幕后boss一点信息都没有吗？[思考],2026-04-10 20:34:01,1,,
53877,2.7,"【疑似neru参与崩铁翁法罗斯制作-哔哩哔哩】 https://b23.tv/uneEbEc
家人们来看俺剪的视频好嘛[惊喜]",2024-11-23 01:42:32,2,,
23305,1.6,说姐姐的过分了哦，姐姐也送过，还是绝版的呢[傲娇],2023-12-15 20:29:47,1,,
14910,1.3,来咯,2023-08-18 20:03:20,0,,
92702,4.0,00:55 火花粉丝抽奖，没有奖，纯抽。哈哈哈哈哈哈哈,2026-02-06 20:33:01,1,,
100126,4.2,来晚了，兑换码是什么？,2026-04-10 20:46:08,1,,
37254,2.2,活下去，牢日[崩坏：星穹铁道_看破],2024-04-26 20:38:51,0,,
87844,3.8,"从某种意义说，乱破是最早备战4.0复刻的角色
哦哟，谢天谢地了[微笑]",2025-12-05 20:01:39,0,,
84509,3.7,节奏，哦～节奏，你是多么的美妙多么的吸引流量，这里有那么多节奏～我要把这些节奏变成动听的乐章（陶醉的表情）,2025-10-24 20:32:27,1,,
70911,3.4,这才是真正的周年庆版本[星星眼],2025-06-20 20:27:03,1,,
90922,3.8,"我是个香肠，包装袋得了重病😭😭医生说可能熬不过这个冬天🙏🙏现在药已经停了，我身无分文，可只要能救他，让我做什么都愿意🙏🙏
  香肠知道大家都有自己的生活，可还是想试试奇迹——能不能帮帮
 每一句祝福帮助，都是包装袋冬天里的甜，也是包装袋接着努力的勇气，跪谢大家了。",2025-12-07 10:18:05,25,,
102727,4.3,"星铁4.3前瞻总结
「沉于生者的忘川」

一、兑换码
9XEXMCQG9TDY
HEEW5U8HRTCL
3EWWMVRZQBU8

二、跃迁
上期:千冶·刃 爻光
下期:昔涟 白厄

三、任务
开拓任务「沉于生者的忘川」

四、地图
「渡画泉隐」

五、遗器
隧洞遗器
「星如我见的领航员」
「扣问天工的名冶」

六、活动
1.「像素飞机大乱斗」
2.「尘灵游乐园」
3.「巡星之礼」
4.「位面分裂」
5.「异器盈界」

七、联动
1.UGRNNM绿联「爻光随行，电量满盈」
2.Fate stay night（UBW）  2026夏二期联动
联动角色:远坂凛  吉尔伽美什
登录免费领取 吉尔伽美什 或Archer

九、其他
1.开拓穿搭「彼岸业火」
2.小组件功能上线游戏内
3.日常任务优化
4.跨设备适配优化
5.新增「星启模式」
6.4.3版本于6月1日更新",2026-05-22 19:59:57,1,,
77500,3.5,三月三月[大哭][大哭][大哭],2025-08-02 22:33:34,0,,
43943,2.4,美味的小孩儿[喜欢][喜欢],2024-07-19 20:02:26,0,,
37282,2.2,我们牢景也是太有实力了[打call],2024-04-26 20:41:09,1,,
102307,4.3,真有二期[tv_大哭],2026-05-22 19:57:06,1,,
59885,3.1,一个版本就三个活动[给心心],2025-02-14 20:14:58,0,,
22070,1.6,最爱看的一集，铁你今天是最棒的好大儿[脱单doge],2023-12-15 20:19:53,0,,
54888,3.0,“充满了阳光”,2025-01-01 20:56:24,0,,
103702,4.3,[星星眼][星星眼][星星眼][星星眼],2026-05-22 21:13:54,1,,
44647,2.4,不会吧，雪衣战死？[大哭][大哭][大哭],2024-07-19 20:08:07,0,,
56828,3.0,这么一看提瓦特的世界观真的还蛮小的[笑哭]再怎么折腾也还是在一个球上折腾[笑哭],2025-01-01 22:59:51,1,,
54248,3.0,"HSR320250115
HSR3WENGFALUOSI
HSR3DAWEIDELIWU",2025-01-01 20:50:17,1,,
6098,1.0,已经26号十点了，为什么还不开服눈_눈,2023-03-26 10:05:47,1,,
25593,1.6,什么时候可以领医生呀,2024-01-11 14:30:15,1,,
73452,3.4,从PV看出来下个版本剧情很多了[笑哭],2025-06-20 22:54:41,1,,
18359,1.4,"梅洛比德堡那边智勇双拳
也有个新的宝可梦玩法
你俩串通好了是吧？[笑哭]",2023-09-29 20:13:50,0,,
75362,3.5,我靠居然忘了今晚有前瞻，还在啃西瓜呢刚刚突然想起来[笑哭],2025-08-02 20:46:45,1,,
13222,1.2,一起高呼：“妈妈！”,2023-07-09 09:46:50,0,,
21320,1.5,太感动了，上一个喊我家人的还是桑博。。。[doge],2023-11-04 00:58:30,4,,
58059,3.0,坐杀搏徒 开始赌博吧,2025-01-02 10:25:28,1,,
41366,2.3,翡翠，公司版的可可利亚，仆人[脱单doge],2024-06-07 20:16:03,0,,
49996,2.5,我就想知道停云是不是被阮梅变成什么鬼样子了[脸红],2024-08-31 17:29:56,3,,
99706,4.2,😍😍😍,2026-04-10 20:35:33,0,,
36594,2.2,思考,2024-04-26 20:19:30,0,,
53396,2.7,嗯na嗯na嗯,2024-11-22 20:26:12,0,,
7210,1.1,果然就是昨晚的老东西,2023-05-27 12:03:34,0,,
68319,3.3,现在有个很大的问题，那就是三方命途势力直邮毁灭和智识露了个头，温阀螺丝内部问题都还好说，大不了重走一遍，主要还有记忆那帮子神人[笑哭],2025-05-09 22:23:13,0,,
17546,1.3,我阮梅还没刷出来呢[笑哭],2023-08-19 07:59:21,0,,
15721,1.3,所以停云真无了吗[酸了],2023-08-18 20:09:19,0,,
85103,3.7,"原神×崩坏×ZZZ 米游交流群 | 禁内鬼·禁节奏·禁垃圾信息
企鹅群：1056978816
单游玩家也可入，闲聊友好。诚邀厌倦社区乱象的休闲党与大佬加入",2025-10-24 21:01:33,1,,
51758,2.6,芮克（？）（估计是此版本反派）他很帅吗？ 还有这眼睛好好看！！！（且第二张构图也挺好，画画人的小声逼逼……）,2024-10-11 20:56:21,2,,
10667,1.2,点赞还没过万！！！！,2023-07-08 19:56:28,0,,
47083,2.4,云璃说的老铁是她手里那把大剑吗[笑哭],2024-07-19 22:45:51,0,,
51979,2.6,[笑哭][笑哭][笑哭],2024-10-11 22:44:13,1,,
79956,3.6,前瞻省流：送蛋黄,2025-09-12 20:04:48,1,,
51065,2.6,以为是浙大（折大），其实是交大（蕉大）[doge_金箍],2024-10-11 20:12:22,2,,
19470,1.4,上半下半是啥啊？,2023-09-29 21:49:22,0,,
60215,3.1,你特喵最好是喜剧[热词系列_妙啊],2025-02-14 20:19:34,1,,
94528,4.0,我的天呐主推大人,2026-02-06 20:44:53,0,,
97654,4.1,左下角的虚照,2026-03-13 20:07:57,4,,
41236,2.3,我的天，三大深渊还真是记忆、神秘和终末啊，肯定有暗示吧,2024-06-07 20:14:34,2221,,
50586,2.6,最喜欢打兔子的是什么，是S，因为SKII,2024-10-11 20:06:39,0,,
99515,4.2,前排,2026-04-10 20:31:33,0,,
61225,3.1,对万敌犯错了[星星眼],2025-02-14 23:24:30,0,,
7258,1.1,中午好当你看到我的时候星铁兑换码已经过期了[脱单doge],2023-05-27 12:04:34,0,,
97414,4.1,可以看日文版了,2026-03-13 20:06:57,0,,
22043,1.6,义父在上，受孩儿一拜[大哭],2023-12-15 20:19:39,0,,
23574,1.6,遥遥领先！,2023-12-15 20:32:07,0,,
14866,1.3,00:40 太好看啦[大笑],2023-08-18 20:03:12,5,,
89112,3.8,1:19后面有太一的身影,2025-12-05 20:10:10,0,,
10258,1.2,嗯？直播呢怎么突然发动态？,2023-07-08 19:46:15,0,,
47239,2.4,太热血了，太热血了!立马去开群星，炸几个星球冷静一下,2024-07-20 01:05:52,0,,
55669,3.0,你这样出卡池，我的钱包怎么办？[大哭][大哭][大哭],2025-01-01 21:21:51,0,,
68963,3.3,坏了，烧鸡老师开始发力了,2025-05-10 11:05:37,0,,
59787,3.1,到底能不能直视膨胀问题[微笑],2025-02-14 20:13:32,3,,
13058,1.2,彦卿:我要打，不代表我能打，PV装完就溜。[脱单doge],2023-07-09 00:26:58,0,,
92091,4.0,桑博——出出场吧桑博——,2026-02-06 20:31:38,0,,
79844,3.6,woc，劲爆尾杀？！,2025-09-12 20:04:20,1,,
73314,3.4,天呐，王姐召唤呆毛，我怎么会做这样的梦,2025-06-20 22:32:57,0,,
81613,3.6,来了,2025-09-12 20:46:03,0,,
21503,1.5,@鸡智皮 @bz发给 @大桃子嘿嘿嘿 @咲I渊 @あうい水滴 @Dizhook @芝麻汽水 @灰灰一米四 @繁星璀璨丨山欢,2023-11-04 11:12:07,0,,
31532,2.1,牢公：黄泉放心抽，强度我保证,2024-03-16 20:07:31,4,,
64815,3.2,啊,2025-03-29 11:33:24,4,,
97154,4.1,短期版本吗,2026-03-13 20:06:04,0,,
81641,3.6,再创天地的救世主衣服原型取材于翁法洛斯的两位太阳-开拓者与卡厄斯兰娜,2025-09-12 20:49:59,0,,
16001,1.3,耶，我0抽号要10个人了~[星星眼],2023-08-18 20:14:13,0,,
32757,2.1,乐，刚大喊了声艹大伟哥真出奇迹了，注:这是小保底还是单抽，只垫了10多抽[辣眼睛],2024-03-16 21:00:32,3,,
39813,2.3,萨姆出场太帅了！,2024-06-07 20:02:03,0,,
16551,1.3,英配呢？急急急[保卫萝卜_问号],2023-08-18 20:37:03,0,,
31853,2.1,星铁的角色是真的帅啊，可惜对回合制不感兴趣,2024-03-16 20:17:28,0,,
13343,1.2,我以为是这个卡芙卡,2023-07-09 12:05:03,0,,
37782,2.2,啥时候更新，我已经饥渴难耐了[喜欢][喜欢][喜欢],2024-04-26 21:39:40,0,,
7273,1.1,我是虎克，我偷了博物馆的珍贵文物，v我500万冬城盾，等我卖出文物，必将百倍奉还[脱单doge][脱单doge],2023-05-27 12:04:45,2,,
67973,3.3,你是终将升起的烈阳？那我是那即将迫近的风暴[doge_金箍],2025-05-09 21:07:31,24,,
101228,4.2,银狼开服到现在招了那么多的笑终于攒成欢愉令使了[大哭],2026-04-12 14:17:29,1,,
94464,4.0,花火火花花火和火花续火花,2026-02-06 20:44:06,2,,
10294,1.2,前排[镜音铃·连_抱],2023-07-08 19:46:34,1,,
40671,2.3,遥遥领先,2024-06-07 20:10:37,1,,
88404,3.8,你无敌了,2025-12-05 20:03:47,0,,
97271,4.1,我是真珠女士的狗！！！,2026-03-13 20:06:28,0,,
20207,1.5,刚刚！！！,2023-11-03 20:02:37,0,,
51555,2.6,这好像是第一次有四国配音表吧，之前只有中日,2024-10-11 20:29:54,0,,
89554,3.8,刻律什么时候复刻？,2025-12-05 20:20:06,0,,
3424,1.0,玩不玩先不说，开服号必须有[脱单doge],2023-03-25 00:42:27,2,,
39709,2.3,我已经等不及看流萤的千星纪游和动画短片拉！[大哭],2024-06-07 20:01:34,0,,
54041,2.7,听到赵路老师的声音就绷不住了，一想到奥托和虚空万藏就想笑,2024-11-23 21:20:11,2,,
53070,2.7,翁法罗斯是不是要等3.0才正式开启？2.7还是在匹诺康尼么？,2024-11-22 20:05:28,2,,
61561,3.1,这里那刻夏拿的是欧洛尼斯的火种,2025-02-15 22:23:51,3,,
48183,2.5,真不给追击队玩家活路啊[大哭][大哭][大哭],2024-08-30 20:08:38,0,,
20145,1.5,啊啊啊啊啊银枝[打call],2023-11-03 20:01:59,1,,
102608,4.3,誓死效忠米哈游[生气][生气][生气],2026-05-22 19:59:05,1,,
5905,1.0,呀呼[墨镜],2023-03-25 22:00:54,2,,
23502,1.6,"你知道的，我一直是穹友，我们曾经一起度过很多美好的时光，我从2023年就开始玩星穹铁道了，这游戏好玩的不可思议，我认为我和穹会产生很好的化学反应，有时候做出决定很难，经过许多个日夜的思考，我决定把天赋带到穹,我已经迫不及待的想打开星穹铁道了，至于原神崩3，祝他们未来一切都好。[崩坏3·光辉矢愿_策划]",2023-12-15 20:31:19,0,,
7290,1.1,[滑稽]信誓旦旦说有主线的人呢,2023-05-27 12:05:08,1,,
